H1.1,H1.2,H2.1,H4.1,H6.1
CLIP4,1,0,7,2,4
ALK,1,0,1,0,0
LOC105374389,0,0,0,0,0
YPEL5,13,1,177,48,142
SNORA10B,0,0,0,0,0
LBH,3,0,18,18,136
LINC01936,0,0,0,0,0
LCLAT1,1,0,47,16,21
CAPN13,0,0,0,0,6
GALNT14,1,0,0,1,1
CAPN14,0,0,0,0,2
EHD3,1,0,21,2,38
XDH,0,0,4,0,1
SRD5A2,0,0,0,0,0
LINC01946,0,0,0,0,0
MEMO1,11,2,139,13,73
DPY30,73,10,747,123,367
SPAST,4,2,106,9,15
SLC30A6,4,1,52,11,28
NLRC4,0,0,0,0,0
YIPF4,15,4,251,41,73
BIRC6,10,0,142,21,58
MIR558,0,0,0,0,0
BIRC6-AS2,0,0,0,0,0
TTC27,6,1,42,10,10
MIR4765,0,0,0,0,0
LINC00486,0,0,0,0,1
LTBP1,11,3,116,31,61
MIR4430,0,0,0,0,0
RASGRP3,0,0,0,0,6
LOC105374454,0,0,0,0,0
FAM98A,16,0,116,15,41
LINC01317,0,0,0,0,0
MYADML,0,0,0,0,0
LINC01318,0,0,0,0,0
LINC01320,0,0,0,0,2
MIR548AD,0,0,0,0,0
CRIM1-DT,9,1,86,24,79
CRIM1,4,0,56,47,57
FEZ2,11,3,477,93,81
VIT,0,0,0,0,0
STRN,13,3,77,8,31
HEATR5B,1,2,15,5,13
GPATCH11,7,3,61,16,30
EIF2AK2,12,2,230,33,69
SULT6B1,0,0,0,1,0
CEBPZOS,5,3,100,34,52
CEBPZ,29,8,310,85,184
NDUFAF7,6,0,94,21,54
PRKD3,7,2,93,12,109
QPCT,0,0,1,6,268
CDC42EP3,21,4,161,81,116
LINC00211,0,0,0,0,0
RMDN2,0,0,17,2,5
RMDN2-AS1,0,0,0,0,0
CYP1B1,0,0,3,0,27
CYP1B1-AS1,0,0,0,0,0
ATL2,5,2,116,15,60
LINC01883,0,0,0,0,0
LINC02613,0,0,0,0,0
HNRNPLL,12,2,148,15,76
GALM,9,0,65,5,29
SRSF7,243,62,3951,525,1050
GEMIN6,25,4,288,35,90
DHX57,2,0,60,8,24
MORN2,19,6,413,60,71
ARHGEF33,0,0,0,0,1
LOC375196,0,0,0,0,1
SOS1,5,2,95,11,19
CDKL4,0,0,0,1,1
MAP4K3,11,1,128,12,20
MAP4K3-DT,2,0,20,1,0
TMEM178A,3,0,252,14,2
THUMPD2,15,2,99,21,27
SLC8A1-AS1,0,0,1,0,0
SLC8A1,2,0,28,4,0
LINC01913,0,0,0,0,0
LINC01914,0,0,0,0,0
C2orf91,0,1,0,0,1
PKDCC,52,28,232,11,72
EML4-AS1,0,0,0,0,0
EML4,10,2,189,28,81
COX7A2L,97,22,1648,259,632
KCNG3,0,0,0,0,0
MTA3,11,4,234,31,112
OXER1,0,0,2,0,0
HAAO,1,0,9,1,1
LINC01819,0,0,0,0,0
LINC02580,0,0,0,0,0
ZFP36L2,34,4,200,65,234
LINC01126,0,0,1,0,0
THADA,4,1,41,5,15
PLEKHH2,2,0,2,0,0
C1GALT1C1L,0,0,0,0,0
DYNC2LI1,1,2,143,17,29
ABCG5,0,0,0,0,0
ABCG8,0,0,2,0,0
LRPPRC,17,10,308,37,100
PPM1B,6,3,117,28,48
SLC3A1,0,0,0,0,0
PREPL,7,0,88,14,24
CAMKMT,7,1,63,12,37
LINC01833,11,1,85,5,1
SIX3-AS1,2,0,14,0,0
SIX3,77,7,280,37,10
SIX2,0,0,1,0,3
LINC01121,0,0,0,0,0
SRBD1,9,0,119,12,27
PRKCE,0,1,7,1,0
EPAS1,0,0,0,0,1
LINC01820,0,0,0,0,0
LINC02583,0,0,0,0,0
TMEM247,0,0,0,0,0
ATP6V1E2,3,1,19,7,3
RHOQ,9,0,158,21,51
LOC100506142,0,0,0,0,0
PIGF,19,4,386,45,90
CRIPT,16,5,283,47,84
SOCS5,0,1,17,4,11
LINC01118,0,0,0,0,0
LINC01119,0,0,1,1,0
MCFD2,21,3,379,72,140
TTC7A,1,2,28,0,3
STPG4,0,0,0,0,0
CALM2,362,67,6429,737,1773
EPCAM-DT,0,0,0,0,1
BCYRN1,1,0,1,4,2
EPCAM,8,5,23,52,1047
MIR559,0,0,0,0,0
MSH2,20,8,381,24,124
KCNK12,1,0,10,4,77
MSH2-OT1,0,0,0,0,0
MSH6,37,9,657,33,148
FBXO11,7,0,193,30,31
FOXN2,4,1,49,8,12
PPP1R21,1,0,28,5,20
STON1-GTF2A1L,3,0,7,0,0
STON1,2,1,7,2,0
GTF2A1L,0,0,0,0,0
LHCGR,0,0,0,0,0
FSHR,0,0,0,0,5
MIR548BA,0,0,0,0,0
NRXN1,0,1,25,4,1
MIR8485,0,0,0,0,0
LOC730100,0,0,0,0,1
LINC01867,0,0,0,0,20
MIR4431,0,0,0,0,0
ASB3,5,1,38,13,15
GPR75-ASB3,0,0,0,0,0
CHAC2,3,1,120,11,31
ERLEC1,11,3,224,24,62
MIR3682,0,0,0,0,0
GPR75,0,0,0,0,0
PSME4,9,2,107,16,69
ACYP2,3,1,54,3,12
TSPYL6,0,0,0,0,0
C2orf73,0,0,0,0,0
SPTBN1,16,2,253,53,181
RPL23AP32,0,0,2,0,7
EML6,0,0,0,1,1
RTN4,175,27,2094,748,888
CLHC1,1,1,56,5,2
RPS27A,1523,417,15910,3226,10845
MTIF2,7,0,176,36,50
PRORSD1P,0,0,0,1,0
CCDC88A,27,2,312,51,32
CFAP36,30,2,482,63,65
PPP4R3B,6,2,128,22,28
PNPT1,16,0,240,24,68
EFEMP1,1,0,91,0,6
MIR217HG,0,0,2,0,0
MIR217,0,0,0,0,0
MIR216A,0,0,0,0,0
MIR216B,0,0,0,0,0
LINC01813,0,0,0,0,0
LOC100129434,0,0,0,0,0
CCDC85A,0,0,1,0,0
VRK2,4,2,65,7,38
FANCL,13,6,232,19,78
LINC01795,0,0,0,0,0
LINC01122,1,0,2,0,3
LINC01793,0,0,0,0,0
MIR4432HG,0,0,0,0,0
MIR4432,0,0,0,0,0
BCL11A,3,0,12,1,26
PAPOLG,7,2,43,7,15
LINC01185,0,0,0,0,0
REL,4,2,35,7,27
PUS10,1,0,6,1,1
PEX13,8,2,94,12,32
KIAA1841,5,1,142,11,31
LOC339803,2,3,39,18,45
C2orf74,7,4,257,28,38
AHSA2P,3,1,65,12,14
USP34,14,5,185,25,52
SNORA70B,0,0,0,0,0
XPO1,28,11,559,61,165
FAM161A,19,3,279,29,25
CCT4,100,13,1761,255,768
COMMD1,28,5,550,103,128
B3GNT2,5,0,33,7,116
MIR5192,0,0,0,0,0
TMEM17,0,1,46,3,8
EHBP1,6,2,138,18,18
LOC100132215,1,0,12,1,2
OTX1,3,0,4,0,1
DBIL5P2,0,0,0,0,0
WDPCP,2,1,23,2,6
MDH1,147,26,1827,175,559
UGP2,44,8,431,66,452
VPS54,0,0,34,3,13
PELI1,2,0,60,13,63
LINC00309,0,0,0,0,0
LOC100507006,0,0,2,0,1
MIR4433B,0,0,0,0,0
MIR4433A,0,0,0,0,0
LGALSL,15,2,253,29,29
LINC01805,0,0,0,0,0
LOC101927402,0,0,3,0,1
AFTPH,4,0,40,6,12
MIR4434,0,0,0,0,0
LINC02579,0,0,0,0,0
SERTAD2,1,0,60,23,33
LINC01800,0,0,0,0,0
LINC02245,0,0,0,0,0
SLC1A4,1,0,40,7,11
CEP68,5,2,120,16,24
RAB1A,36,9,588,87,335
ACTR2,28,7,453,105,259
SPRED2,2,0,29,10,15
MIR4778,0,0,0,0,0
LINC01873,0,0,4,0,0
MEIS1-AS3,0,0,0,0,0
MEIS1,0,0,18,5,4
MEIS1-AS2,0,0,1,0,0
LINC01798,0,0,0,0,0
LINC01797,0,0,0,0,0
LINC01799,0,0,0,0,0
LINC01628,0,0,0,0,0
LINC01828,0,0,0,0,0
LINC01829,0,0,0,0,2
LOC101927661,0,0,0,0,0
ETAA1,3,2,68,12,23
LINC01812,0,0,0,0,0
C1D,16,2,445,77,240
WDR92,11,3,117,12,39
PNO1,26,2,312,80,156
PPP3R1,4,1,86,14,39
CNRIP1,3,0,21,8,0
PLEK,0,0,1,0,0
FBXO48,1,0,8,2,11
APLF,1,0,16,5,23
PROKR1,0,0,0,0,0
ARHGAP25,0,0,3,0,1
BMP10,0,0,0,0,0
GKN2,0,0,0,0,11
GKN1,0,0,0,0,0
ANTXR1,1,2,104,6,25
MIR3126,0,0,0,0,0
GFPT1,13,2,121,35,112
NFU1,13,5,356,56,148
AAK1,6,4,98,21,28
SNORA36C,0,0,0,0,0
ANXA4,0,0,36,11,59
LOC107985770,0,0,18,1,13
GMCL1,22,6,169,23,60
SNRNP27,9,6,325,55,83
MXD1,0,0,13,3,7
ASPRV1,0,0,0,1,0
PCBP1-AS1,0,0,2,0,0
PCBP1,81,17,1240,205,681
LINC01816,0,0,21,3,3
C2orf42,1,1,26,4,5
TIA1,13,3,314,47,105
MIR1285-2,0,0,0,0,0
PCYOX1,17,1,174,26,74
SNRPG,199,48,2134,425,899
FAM136A,80,8,924,170,291
TGFA,0,0,0,1,2
TGFA-IT1,0,0,0,0,0
ADD2,5,0,84,11,16
FIGLA,0,0,0,0,1
CLEC4F,0,0,0,0,0
CD207,0,0,0,0,0
LINC01143,0,0,0,0,0
VAX2,0,0,1,0,3
ATP6V1B1,0,0,1,0,0
ATP6V1B1-AS1,0,0,0,0,0
ANKRD53,0,0,4,2,0
TEX261,1,0,87,12,27
OR7E91P,0,0,0,0,0
NAGK,10,1,152,30,94
MCEE,1,0,47,5,19
MPHOSPH10,28,2,475,91,87
PAIP2B,4,1,27,3,30
ZNF638,27,6,359,40,132
DYSF,0,0,3,0,2
CYP26B1,0,0,0,0,0
EXOC6B,1,0,51,12,19
SPR,1,0,2,3,19
EMX1,0,0,0,1,6
SFXN5,0,0,35,5,17
RAB11FIP5,0,0,1,0,4
NOTO,0,0,0,0,0
SMYD5,1,0,34,8,16
PRADC1,6,1,132,13,50
CCT7,84,17,1533,236,659
FBXO41,0,0,2,1,2
EGR4,0,0,0,1,0
ALMS1,4,2,66,10,15
ALMS1-IT1,0,0,2,0,0
NAT8,0,0,0,0,0
ALMS1P1,0,0,2,0,0
NAT8B,0,0,0,0,0
TPRKB,47,16,767,148,294
DUSP11,8,1,177,30,76
C2orf78,0,0,0,0,0
STAMBP,16,4,181,38,60
ACTG2,9,0,209,9,18
DGUOK,114,33,1667,289,532
DGUOK-AS1,0,0,1,0,1
TET3,1,0,46,11,11
BOLA3,49,9,477,71,218
BOLA3-AS1,3,0,43,9,16
MOB1A,18,4,358,65,143
MTHFD2,24,6,621,165,211
SLC4A5,1,0,0,0,0
DCTN1,14,1,229,35,85
DCTN1-AS1,0,0,0,0,0
C2orf81,0,0,18,3,1
WDR54,26,18,518,54,35
RTKN,6,2,46,12,70
INO80B-WBP1,0,0,0,0,1
INO80B,0,0,4,1,2
WBP1,0,0,1,0,0
MOGS,10,1,72,8,46
MRPL53,21,8,210,39,111
CCDC142,2,1,29,4,11
TTC31,0,1,26,4,17
LBX2,0,0,12,0,0
LBX2-AS1,0,0,1,0,1
PCGF1,0,0,17,4,6
TLX2,0,0,4,1,0
DQX1,0,0,1,0,0
AUP1,32,3,565,98,187
HTRA2,8,4,209,21,37
LOXL3,3,2,49,5,10
DOK1,10,2,81,3,13
M1AP,0,0,0,0,2
SEMA4F,0,0,5,0,4
HK2,1,0,25,7,15
LINC01291,0,0,0,0,0
POLE4,36,8,439,64,178
TACR1,0,0,0,0,6
MIR5000,0,0,0,0,0
EVA1A,0,0,5,2,7
LOC101927884,0,0,0,0,0
MRPL19,24,5,507,75,173
GCFC2,7,0,98,16,19
LRRTM4,1,0,9,1,35
LRRTM4-AS1,0,0,1,0,0
LOC101927967,0,0,0,0,0
LINC01851,0,0,0,0,0
SNAR-H,0,0,0,0,0
LOC101927948,0,0,0,0,0
LOC105374820,0,0,0,0,0
REG3G,0,0,0,0,0
REG1B,0,0,0,0,0
REG1A,0,0,2,0,0
REG1CP,0,0,0,0,1
REG3A,0,0,0,0,0
CTNNA2-AS1,0,0,0,0,0
CTNNA2,0,0,24,2,1
MIR4264,0,0,0,0,0
MIR8080,0,0,0,0,0
LRRTM1,0,0,4,5,22
LINC01815,0,0,0,0,0
DHFRP3,0,0,0,0,0
LINC01809,0,0,0,0,0
FUNDC2P2,0,0,0,0,0
SUCLG1,22,6,529,100,227
DNAH6,0,0,3,0,2
TRABD2A,1,0,5,0,1
TMSB10,1087,207,9375,2520,9242
KCMF1,35,6,580,121,204
LINC01964,0,0,0,0,0
TCF7L1,14,10,167,22,82
TCF7L1-IT1,0,0,0,0,0
LOC102724579,0,0,0,1,1
TGOLN2,11,3,192,59,115
RETSAT,0,1,16,3,10
ELMOD3,0,0,29,4,7
CAPG,5,1,17,19,136
SH2D6,0,0,1,0,1
PARTICL,0,0,33,10,8
MAT2A,28,6,428,104,262
GGCX,2,0,139,18,85
VAMP8,0,0,39,10,1422
VAMP5,2,2,26,29,239
RNF181,44,7,550,96,359
TMEM150A,6,1,135,14,80
USP39,15,3,257,37,99
C2orf68,2,2,60,7,29
SFTPB,0,0,0,0,0
GNLY,0,0,0,0,0
ATOH8,0,0,117,3,12
MIR6071,0,0,0,0,0
LOC284950,0,0,0,0,0
ST3GAL5,2,0,17,1,7
ST3GAL5-AS1,0,0,0,0,0
POLR1A,7,1,58,7,18
PTCD3,24,4,248,45,98
SNORD94,0,0,0,0,0
IMMT,26,3,620,63,132
MIR4779,0,0,0,0,0
MRPL35,15,2,223,38,93
REEP1,0,1,14,4,3
KDM3A,6,1,67,20,20
CHMP3,1,0,12,2,3
RNF103-CHMP3,0,0,0,0,0
RNF103,1,0,13,5,15
RMND5A,8,2,83,30,40
CD8A,0,0,0,0,0
CD8B,0,0,0,0,1
ANAPC1P1,0,0,0,0,0
RGPD2,0,0,0,1,0
RGPD1,0,0,2,0,0
PLGLB1,0,0,0,0,0
PLGLB2,0,0,0,0,0
LOC285074,0,0,3,0,0
MIR4771-1,0,0,0,0,0
MIR4771-2,0,0,0,0,0
CYTOR,13,1,105,134,72
MIR4435-1,0,0,0,0,0
MIR4435-2,0,0,0,0,0
LOC730268,0,0,1,0,0
KRCC1,16,2,137,20,70
SMYD1,0,0,0,0,0
MIR4780,0,0,0,0,0
FABP1,0,0,0,0,0
THNSL2,2,0,33,8,7
FOXI3,0,0,1,0,4
TEX37,0,0,0,0,0
LOC101928371,0,0,1,0,0
EIF2AK3,2,0,17,5,12
EIF2AK3-DT,0,0,3,0,0
RPIA,18,2,269,56,61
ANKRD36BP2,0,0,0,1,0
MIR4436A,0,0,0,0,0
LOC107985911,4,1,12,5,41
LOC101927050,0,0,0,0,0
LSP1P4,0,0,0,0,1
GGT8P,0,0,1,0,0
ACTR3BP2,0,0,0,0,0
BMS1P14,0,0,14,0,2
LOC100133920,1,0,0,0,0
FAM95A,0,0,0,0,0
ANKRD20A8P,0,0,1,1,0
LOC442028,0,0,0,0,0
TEKT4,0,0,0,0,0
MAL,1,0,4,3,1
MRPS5,33,5,360,54,113
ZNF514,1,0,19,1,7
ZNF2,0,1,13,2,4
PROM2,0,1,2,0,0
KCNIP3,0,0,2,2,0
FAHD2A,9,1,168,12,56
TRIM43B,0,0,0,0,0
TRIM43,0,0,0,0,0
LINC00342,3,0,50,2,3
ANKRD36C,1,1,66,3,4
FAHD2CP,2,0,13,1,1
GPAT2,0,0,0,0,0
ADRA2B,0,1,1,1,0
ASTL,0,0,0,0,0
DUSP2,0,0,4,4,5
STARD7,21,5,317,53,129
STARD7-AS1,0,0,7,0,9
SNORA112,0,0,0,0,0
TMEM127,2,0,57,7,33
CIAO1,34,5,424,45,139
SNRNP200,24,2,378,40,120
ITPRIPL1,2,1,9,2,6
NCAPH,11,1,170,15,29
NEURL3,0,0,0,0,0
LOC105373496,0,0,0,0,0
ARID5A,0,0,25,3,8
KANSL3,2,2,65,10,14
FER1L5,0,0,0,0,0
LMAN2L,10,0,95,6,22
CNNM4,0,1,11,1,3
MIR3127,0,0,0,0,0
CNNM3-DT,0,0,1,0,0
CNNM3,4,0,29,8,10
ANKRD23,1,0,6,2,0
ANKRD39,14,4,166,22,38
SEMA4C,7,6,70,7,64
FAM178B,1,0,16,1,3
LOC101927053,0,0,0,0,0
FAHD2B,4,2,48,4,38
ANKRD36,1,0,28,1,2
LOC100506076,0,0,0,0,0
LOC100506123,0,0,0,0,0
ANKRD36B,0,0,27,2,8
COX5B,141,37,1523,316,928
ACTR1B,8,1,103,12,34
C2orf92,1,1,4,1,4
ZAP70,0,0,0,0,12
TMEM131,6,4,79,19,83
VWA3B,0,0,0,0,1
CNGA3,0,0,0,0,2
INPP4A,3,1,41,10,33
COA5,9,6,316,45,85
UNC50,11,3,375,39,275
MGAT4A,0,2,9,0,3
LINC02611,0,0,0,0,0
KIAA1211L,0,0,2,2,0
TSGA10,1,0,35,4,7
C2orf15,1,0,7,1,2
LIPT1,5,0,46,3,20
MITD1,14,7,154,37,73
MRPL30,14,3,201,42,93
LYG2,0,0,0,0,0
LYG1,0,0,6,0,0
TXNDC9,24,7,558,86,269
EIF5B,46,6,448,96,212
REV1,11,1,180,18,41
AFF3,1,0,82,13,1
LINC01104,0,0,0,0,0
LONRF2,0,0,4,0,1
CHST10,5,0,92,13,15
NMS,0,0,0,0,0
PDCL3,24,4,458,71,239
LINC01849,0,0,0,0,0
NPAS2,0,0,0,0,0
NPAS2-AS1,0,0,0,0,0
RPL31,116,26,933,182,639
TBC1D8,1,0,11,0,2
TBC1D8-AS1,0,0,0,0,1
CNOT11,5,2,160,20,55
SNORD89,0,0,0,0,0
RNF149,1,0,34,6,14
MIR5696,0,0,0,0,0
CREG2,0,0,2,0,0
RFX8,0,0,0,0,0
MAP4K4,29,8,796,119,265
LINC01127,0,0,0,0,0
IL1R2,0,0,0,1,0
IL1R1,0,0,2,0,10
IL1RL2,0,0,0,0,0
IL1RL1,0,0,0,0,1
IL18R1,0,0,1,0,0
IL18RAP,0,0,0,0,0
MIR4772,0,0,0,0,0
SLC9A4,0,0,0,0,0
SLC9A2,0,0,0,0,1
MFSD9,3,0,25,2,14
TMEM182,0,0,17,1,8
LINC01796,0,0,0,0,0
LINC01935,0,0,0,0,0
LOC100287010,0,0,0,0,0
LINC01831,0,0,0,0,0
LINC01102,0,0,1,0,0
LINC01103,0,0,0,0,0
LINC01114,0,0,0,0,0
PANTR1,0,0,229,45,0
POU3F3,0,0,75,5,1
LINC01159,0,0,37,3,0
MRPS9-AS2,1,1,11,2,0
MRPS9,41,11,469,83,155
MRPS9-AS1,0,0,0,0,0
LINC01918,0,0,8,0,0
GPR45,0,0,0,0,0
TGFBRAP1,6,3,98,9,15
C2orf49,11,1,116,28,49
FHL2,13,3,198,93,37
LOC285000,0,0,0,0,0
NCK2,11,2,304,33,88
ECRG4,0,0,3,1,5
UXS1,11,3,313,36,81
LOC402096,0,0,0,0,0
PLGLA,0,0,0,0,0
RGPD3,0,0,0,0,0
CD8B2,0,0,0,0,0
ST6GAL2,2,0,65,3,2
MIR548AU,0,0,0,0,0
LINC01886,0,0,0,0,0
GACAT1,0,0,0,0,0
RGPD4-AS1,0,0,0,0,0
RGPD4,0,0,0,1,0
SLC5A7,0,0,0,0,0
LINC01593,0,0,0,0,0
LINC01594,0,0,0,0,0
SULT1C3,0,0,0,0,0
SULT1C2,0,0,0,0,0
SULT1C2P1,0,0,0,0,0
SULT1C4,0,3,18,2,0
GCC2,24,4,201,75,106
GCC2-AS1,0,0,0,0,1
LIMS1,24,2,546,356,186
LIMS1-AS1,0,0,0,0,0
RANBP2,20,5,185,49,119
CCDC138,14,0,209,22,37
EDAR,0,0,0,0,1
SH3RF3-AS1,0,0,1,0,0
SH3RF3,0,0,4,2,0
MIR4265,0,0,0,0,0
MIR4266,0,0,0,0,0
SEPTIN10,27,4,555,59,135
SOWAHC,5,0,57,27,46
RGPD5,0,0,0,0,0
RGPD6,0,0,0,0,0
RGPD8,0,0,0,0,0
LIMS3-LOC440895,0,0,0,1,0
LIMS4,0,0,0,0,0
LIMS3,0,0,0,0,0
LOC100288570,0,0,0,0,0
LOC440895,0,0,0,0,0
LINC01123,0,0,0,0,0
MIR4267,0,0,0,0,0
MALL,0,0,5,0,3
MIR4436B1,0,0,0,0,0
MIR4436B2,0,0,0,0,0
NPHP1,2,0,19,2,5
MTLN,18,5,144,12,68
LOC100507334,0,0,1,0,0
LINC01106,0,0,0,0,0
LOC105373553,2,0,30,2,9
BUB1,21,3,226,28,68
SNORD132,0,0,0,0,0
ACOXL,1,0,0,0,5
ACOXL-AS1,0,0,0,0,0
BCL2L11,3,1,29,16,11
MIR4435-2HG,8,0,193,135,68
ANAPC1,7,2,50,3,30
MERTK,0,0,3,1,19
TMEM87B,0,0,15,2,17
FBLN7,1,2,63,2,0
ZC3H8,9,3,103,32,24
ZC3H6,1,0,37,4,14
TTL,5,1,135,33,39
LOC105373562,0,0,5,1,1
POLR1B,6,0,63,10,22
CHCHD5,20,8,407,51,157
FLJ42351,0,0,0,0,0
SLC20A1,15,2,346,25,73
NT5DC4,0,0,0,0,0
CKAP2L,9,1,213,25,25
IL1A,0,0,0,1,2
IL1B,0,0,0,0,0
IL37,0,0,0,0,0
IL36G,0,0,1,0,0
IL36A,0,0,0,0,0
IL36B,0,0,0,0,0
IL36RN,0,0,0,0,0
IL1F10,0,0,0,0,0
IL1RN,0,0,0,0,0
PSD4,0,0,3,0,2
PAX8,0,0,118,6,0
PAX8-AS1,0,0,47,16,0
CBWD2,5,0,62,15,13
FOXD4L1,0,0,0,0,0
PGM5P3-AS1,0,0,0,0,0
PGM5P4-AS1,0,0,0,0,0
PGM5P4,0,0,0,0,0
FAM138B,0,0,0,0,0
MIR1302-3,0,0,0,0,0
WASH2P,0,0,4,1,1
DDX11L2,1,0,3,0,2
RPL23AP7,5,0,88,6,19
RABL2A,1,0,60,2,3
SLC35F5,1,2,82,16,39
MIR4782,0,0,0,0,0
ACTR3-AS1,0,0,1,2,2
ACTR3,44,5,751,175,417
LINC01191,0,0,1,0,2
LOC100499194,0,0,0,0,0
DPP10,0,0,11,0,11
DPP10-AS3,0,0,0,0,0
DPP10-AS1,0,0,10,1,27
DDX18,50,9,444,98,151
LOC107985939,0,0,1,0,4
CCDC93,4,1,87,17,22
INSIG2,4,2,54,8,16
THORLNC,0,0,11,3,0
LOC101927709,0,0,0,0,0
EN1,0,0,113,1,1
MARCO,0,0,0,0,0
C1QL2,0,0,1,1,0
STEAP3,2,2,5,0,20
STEAP3-AS1,0,0,1,0,0
C2orf76,9,1,99,15,47
DBI,435,58,4585,414,2040
TMEM37,0,0,25,2,38
SCTR,0,0,1,0,0
LOC107105282,0,0,1,0,0
CFAP221,0,0,13,0,1
TMEM177,16,8,296,22,59
PTPN4,5,3,58,3,19
EPB41L5,6,1,76,14,28
TMEM185B,3,0,61,12,22
RALB,2,1,114,12,46
INHBB,0,0,4,0,0
LINC01101,0,0,0,0,0
GLI2,8,3,92,10,20
TFCP2L1,0,0,0,0,0
CLASP1,4,1,65,16,24
RNU4ATAC,0,0,1,0,0
NIFK-AS1,2,1,67,7,13
NIFK,48,11,765,156,318
TSN,25,5,423,71,196
LINC01826,0,0,0,0,0
LOC107985820,0,0,0,0,0
CNTNAP5,0,0,0,0,1
LINC01941,0,0,0,0,0
GYPC,43,6,886,93,623
TEX51,0,0,0,0,0
BIN1,14,3,180,10,174
CYP27C1,0,2,31,6,6
ERCC3,6,3,51,11,27
MAP3K2,5,1,97,19,26
PROC,0,0,2,2,0
MIR4783,0,0,0,0,0
IWS1,27,8,445,64,136
MYO7B,0,0,0,0,0
LOC105373609,0,0,0,0,0
LIMS2,2,0,5,2,4
GPR17,0,0,1,0,0
WDR33,23,3,422,59,55
SFT2D3,2,2,186,29,22
POLR2D,7,0,350,26,57
AMMECR1L,1,0,42,10,15
SAP130,5,1,60,8,24
UGGT1,7,3,73,19,21
HS6ST1,5,1,65,6,55
LOC101927881,0,0,0,0,0
LINC01854,0,0,0,0,0
LINC02572,0,0,0,0,0
PLAC9P1,0,0,0,0,2
LINC01856,0,0,0,0,0
RAB6C-AS1,0,0,0,0,0
RAB6C,0,0,0,0,0
FAR2P1,0,0,0,0,2
POTEF,0,0,0,0,0
MED15P9,0,0,0,0,0
CCDC74B,11,3,79,6,10
SMPD4,1,0,24,6,9
MZT2B,118,18,1139,306,667
TUBA3E,0,0,0,0,0
CCDC115,5,0,147,19,58
IMP4,38,3,394,65,176
PTPN18,0,0,37,5,7
FAR2P2,3,2,1,0,11
CYP4F62P,0,0,0,0,0
POTEI,0,0,0,1,0
CFC1B,0,0,0,0,0
PRSS40A,0,0,0,0,0
PRSS40B,0,0,0,0,0
CFC1,0,0,0,0,56
POTEJ,0,0,0,0,0
CYP4F30P,0,0,0,0,0
GPR148,0,0,0,0,0
AMER3,0,0,0,0,3
ARHGEF4,1,0,31,5,12
FAM168B,4,0,194,39,57
PLEKHB2,13,6,235,50,127
POTEE,0,0,0,0,0
LOC440910,0,0,0,0,1
RAB6D,0,0,0,0,0
LINC01120,0,0,0,0,0
NOC2LP2,0,0,0,0,0
TUBA3D,0,0,0,0,0
MZT2A,49,19,595,112,335
MIR4784,0,0,0,0,0
LOC150776,0,0,2,1,1
CCDC74A,7,3,138,27,21
POTEKP,0,0,0,0,0
LINC01087,0,0,0,0,0
C2orf27A,0,0,26,4,1
C2orf27B,0,0,1,0,0
LINC01945,0,0,2,0,0
ANKRD30BL,0,0,0,0,0
MIR663B,0,0,0,0,0
ZNF806,0,0,1,0,1
FAM201B,0,0,1,0,0
GPR39,0,0,0,1,9
MIR9986,0,0,0,0,0
LYPD1,20,2,84,88,36
NCKAP5,0,0,56,3,0
NCKAP5-AS1,0,0,0,0,0
NCKAP5-AS2,0,0,0,0,0
MGAT5,1,2,104,6,37
MIR3679,0,0,0,0,0
TMEM163,0,0,15,2,1
ACMSD,0,0,0,0,0
MIR5590,0,0,0,0,0
CCNT2-AS1,1,0,5,0,2
CCNT2,7,0,142,14,45
MAP3K19,0,0,0,0,0
RAB3GAP1,8,4,87,17,36
SNORA40B,0,0,0,0,0
ZRANB3,0,0,45,1,8
R3HDM1,17,0,243,33,36
MIR128-1,0,0,0,0,0
LOC107985946,0,0,0,0,1
UBXN4,41,13,1013,114,285
LCT,0,0,1,0,0
LCT-AS1,0,0,0,0,0
MCM6,32,3,352,37,114
DARS1,29,10,306,89,158
DARS-AS1,1,0,0,0,1
CXCR4,0,2,139,20,93
THSD7B,0,0,0,1,0
LOC101928273,0,0,0,0,0
HNMT,3,0,10,5,25
LINC01832,0,0,0,0,0
SPOPL,3,0,24,6,11
NXPH2,2,0,43,6,11
YY1P2,0,0,0,0,0
LRP1B,0,0,0,1,1
MIR7157,0,0,0,0,0
KYNU,0,0,1,0,0
ARHGAP15,1,0,7,1,0
LOC101928386,0,0,0,0,0
GTDC1,2,1,62,8,3
ZEB2,10,1,192,39,18
ZEB2-AS1,0,0,1,0,0
LINC01412,0,0,0,0,1
LOC105373656,1,0,3,0,3
TEX41,0,0,0,0,0
PABPC1P2,0,0,0,0,0
ACVR2A,0,1,23,11,30
ORC4,15,4,249,38,84
MBD5,1,0,12,0,3
EPC2,7,3,97,11,24
KIF5C,35,5,428,113,153
LYPD6B,0,0,4,2,30
LYPD6,1,0,19,0,22
MIR9899,0,0,0,0,0
MMADHC,44,7,426,82,382
MMADHC-DT,0,0,2,1,2
LINC01931,0,0,0,0,0
LINC01817,0,0,0,0,0
RND3,6,2,211,155,73
LINC01920,0,0,0,0,0
LINC02612,0,0,0,0,0
RBM43,1,1,3,2,0
NMI,0,0,3,1,14
LOC101929319,0,0,0,0,0
TNFAIP6,1,0,4,1,0
