H1.1,H6.1
CYP27A1,0,1
PRKAG3,0,0
MIR9500,0,0
WNT6,0,0
WNT10A,0,0
LINC01494,0,0
CDK5R2,0,0
LINC00608,0,0
FEV,0,0
CRYBA2,0,0
MIR375,0,0
LOC100129175,0,0
CFAP65,0,0
IHH,0,0
MIR3131,0,0
NHEJ1,0,0
SLC23A3,0,0
CNPPD1,0,2
RETREG2,1,7
ZFAND2B,1,1
ABCB6,0,3
ATG9A,0,5
ANKZF1,0,2
GLB1L,0,0
STK16,2,8
TUBA4A,1,5
TUBA4B,0,0
DNAJB2,0,3
PTPRN,0,1
MIR153-1,0,0
RESP18,0,0
DNPEP,1,1
DES,0,0
SPEG,0,10
SPEGNB,0,3
GMPPA,0,6
ASIC4,0,0
CHPF,0,46
TMEM198,0,0
MIR3132,0,0
OBSL1,0,7
INHA,0,0
STK11IP,0,1
SLC4A3,0,0
LINC01803,0,0
MIR4268,0,0
EPHA4,0,2
PAX3,0,0
CCDC140,0,0
CT75,0,1
SGPP2,0,0
FARSB,0,1
MOGAT1,0,0
ACSL3,0,14
KCNE4,0,5
SCG2,0,9
AP1S3,0,0
WDFY1,0,9
MRPL44,0,7
SERPINE2,2,338
FAM124B,0,0
CUL3,1,9
DOCK10,0,1
MIR4439,0,0
NYAP2,0,0
LOC646736,0,0
MIR5702,0,0
IRS1,0,3
RHBDD1,0,2
COL4A4,0,0
COL4A3,0,0
MFF-DT,0,0
MFF,0,9
TM4SF20,0,0
MIR5703,0,0
AGFG1,0,4
C2orf83,0,0
LOC729968,0,0
SLC19A3,0,0
CCL20,0,1
DAW1,0,1
SPHKAP,0,0
LINC01807,0,0
PID1,0,1
DNER,0,0
TRIP12,0,8
FBXO36,0,0
SLC16A14,0,0
SP110,0,5
SP140,0,0
SP140L,0,3
SP100,0,12
LINC01907,0,0
CAB39,0,3
ITM2C,4,30
GCSIR,0,0
GPR55,0,0
SPATA3-AS1,0,0
SPATA3,0,0
C2orf72,0,0
PSMD1,1,10
HTR2B,0,0
ARMC9,0,2
MIR4777,0,0
B3GNT7,0,0
NCL,1,21
SNORA75,0,0
SNORD20,0,0
SNORD82,0,0
LINC00471,0,0
NMUR1,0,0
TEX44,0,0
PTMA,5,98
PDE6D,0,3
COPS7B,1,3
MIR1471,0,0
NPPC,0,0
DIS3L2,0,0
MIR562,0,0
ALPP,0,0
ECEL1P2,0,0
ALPG,0,0
ALPI,0,0
ECEL1,0,0
PRSS56,0,0
CHRND,0,0
CHRNG,0,0
TIGD1,0,0
MIR5001,0,0
EIF4E2,0,16
EFHD1,1,0
GIGYF2,0,4
KCNJ13,0,0
SNORC,0,0
NGEF,0,0
LOC101928881,0,0
NEU2,0,0
INPP5D,0,0
ATG16L1,0,0
SCARNA5,0,0
SCARNA6,0,0
SAG,0,0
DGKD,0,0
USP40,0,2
UGT1A8,0,0
UGT1A10,0,0
UGT1A9,0,0
UGT1A7,0,0
UGT1A6,0,0
UGT1A5,0,0
UGT1A4,0,0
UGT1A3,0,0
DNAJB3,0,0
LOC100286922,0,0
UGT1A1,0,0
MROH2A,0,0
HJURP,0,0
MSL3P1,0,0
TRPM8,0,0
SPP2,0,0
LINC01891,0,0
ARL4C,0,6
LINC01173,0,0
SH3BP4,0,1
AGAP1,0,0
AGAP1-IT1,0,0
TNRC17,0,0
GBX2,0,0
ASB18,0,0
IQCA1,0,0
ACKR3,0,6
LOC93463,0,0
COPS8,1,13
COL6A3,0,17
MLPH,0,2
MIR6811,0,0
PRLH,0,0
RAB17,0,0
LRRFIP1,0,10
RBM44,0,0
RAMP1,9,28
UBE2F,1,10
UBE2F-SCLY,0,0
SCLY,0,0
ESPNL,0,0
KLHL30,0,0
ERFE,0,0
ILKAP,1,5
LINC02610,0,0
LOC643387,0,0
HES6,0,0
PER2,0,0
TRAF3IP1,0,2
ASB1,0,2
LINC01107,0,0
LOC100287387,0,0
TWIST2,0,2
LINC01940,0,0
HDAC4,0,0
MIR4440,0,0
MIR4441,0,0
MGC16025,0,0
MIR4269,0,0
MIR2467,0,0
HDAC4-AS1,0,0
LOC150935,0,0
NDUFA10,3,7
MIR4786,0,0
OR6B2,0,0
OR6B3,0,0
COPS9,5,57
OTOS,0,0
GPC1,0,12
LOC100130449,0,0
MIR149,0,0
ANKMY1,0,0
DUSP28,0,1
RNPEPL1,0,0
CAPN10-DT,0,0
CAPN10,0,0
GPR35,0,1
AQP12B,0,0
LOC285191,0,0
AQP12A,0,0
KIF1A,0,0
AGXT,0,0
MAB21L4,0,0
CROCC2,0,0
LOC200772,0,0
SNED1,0,0
MTERF4,0,3
PASK,0,0
PPP1R7,1,15
ANO7,0,0
HDLBP,1,43
SEPTIN2,5,28
FARP2,0,0
MIR3133,0,0
STK25,1,9
BOK-AS1,0,0
BOK,0,14
THAP4,0,2
ATG4B,0,5
DTYMK,0,4
ING5,0,4
D2HGDH,0,2
GAL3ST2,0,0
NEU4,0,0
PDCD1,0,0
RTP5,0,0
LINC01237,0,0
LOC285095,0,0
LINC01238,0,0
LOC285097,0,0
LINC01880,0,0
LINC01881,0,0
DEFB125,0,0
DEFB126,0,0
DEFB127,0,0
DEFB128,0,0
DEFB129,0,0
DEFB132,0,0
C20orf96,0,0
ZCCHC3,0,0
NRSN2-AS1,0,1
SOX12,0,0
NRSN2,0,3
TRIB3,0,8
RBCK1,2,17
TBC1D20,0,2
CSNK2A1,0,5
TCF15,0,0
SRXN1,0,3
SCRT2,0,0
SLC52A3,0,0
FAM110A,0,0
ANGPT4,0,0
RSPO4,0,0
PSMF1,0,7
LOC105372493,0,0
TMEM74B,0,0
C20orf202,0,0
RAD21L1,0,0
SNPH,0,0
FKBP1A-SDCBP2,0,0
SDCBP2,0,0
SDCBP2-AS1,0,0
FKBP1A,3,74
MIR6869,0,0
NSFL1C,0,5
SIRPB2,0,0
SIRPD,0,0
SIRPB1,0,0
SIRPG,0,0
SIRPG-AS1,0,0
SIRPB3P,0,0
LOC100289473,0,0
SIRPA,0,18
PDYN-AS1,0,0
PDYN,0,0
STK35,0,0
LOC388780,0,0
TGM3,0,0
TGM6,0,0
SNRPB,1,45
SNORD119,0,0
ZNF343,0,0
TMC2,0,0
NOP56,1,3
MIR1292,0,0
SNORD110,0,0
SNORA51,0,0
SNORD86,0,0
SNORD56,0,0
SNORD57,0,0
IDH3B,0,5
EBF4,0,0
CPXM1,0,0
C20orf141,0,0
TMEM239,0,0
PCED1A,0,3
VPS16,0,1
PTPRA,0,4
GNRH2,0,0
MRPS26,2,6
OXT,0,1
AVP,0,0
UBOX5-AS1,0,0
UBOX5,0,0
FASTKD5,0,0
LZTS3,0,1
DDRGK1,1,16
ITPA,0,5
SLC4A11,0,0
C20orf194,0,2
ATRN,0,3
GFRA4,0,0
ADAM33,0,0
SIGLEC1,0,0
HSPA12B,0,0
C20orf27,0,6
SPEF1,0,0
CENPB,0,4
CDC25B,0,0
LINC01730,0,0
AP5S1,0,0
MAVS,0,6
PANK2,0,6
MIR103A2,0,0
MIR103B2,0,0
RNF24,1,2
SMOX,0,0
LINC01433,0,0
ADRA1D,0,0
PRNP,1,32
PRND,0,0
PRNT,0,0
RASSF2,0,0
SLC23A2,0,3
TMEM230,0,45
PCNA,0,5
PCNA-AS1,0,0
CDS2,0,4
PROKR2,0,0
LINC00658,0,0
LOC643406,0,0
LINC00654,0,0
LINC01729,0,0
GPCPD1,0,0
SHLD1,0,2
CHGB,0,0
TRMT6,0,4
MCM8,0,0
MCM8-AS1,0,0
CRLS1,1,5
LRRN4,0,0
FERMT1,0,0
CASC20,0,0
LINC01713,0,0
BMP2,0,0
LINC01428,0,0
LINC01751,0,0
LINC01706,0,0
MIR8062,0,0
HAO1,0,0
TMX4,1,3
PLCB1,0,1
PLCB1-IT1,0,0
RNU105B,0,0
PLCB4,0,3
LAMP5-AS1,0,0
LAMP5,0,0
PAK5,0,0
PARAL1,0,0
SNAP25-AS1,0,0
ANKEF1,0,0
SNAP25,0,1
MKKS,3,20
SLX4IP,0,0
JAG1,1,6
MIR6870,0,0
LINC01752,0,0
LOC101929413,0,0
C20orf187,0,0
LOC339593,0,0
LINC00687,0,0
BTBD3,0,2
LINC01722,0,0
LOC102606466,0,0
LINC01723,0,0
SPTLC3,0,1
ISM1,0,0
ISM1-AS1,0,0
TASP1,0,1
ESF1,0,10
NDUFAF5,0,0
SEL1L2,0,0
MACROD2,0,0
FLRT3,0,2
MACROD2-IT1,0,0
MACROD2-AS1,0,0
LOC613266,0,0
KIF16B,0,0
SNRPB2,2,18
OTOR,0,0
PCSK2,0,0
BFSP1,0,0
DSTN,25,239
RRBP1,0,25
BANF2,0,0
SNX5,2,4
SNORD17,0,0
MGME1,0,0
OVOL2,0,0
PET117,0,2
KAT14,0,0
ZNF133,0,1
LINC00851,0,0
DZANK1,0,0
POLR3F,0,1
MIR3192,0,0
RBBP9,0,1
SEC23B,1,5
SMIM26,2,20
DTD1,3,5
DTD1-AS1,0,0
LINC00652,0,0
LINC00653,0,0
C20orf78,0,0
SCP2D1,0,0
SLC24A3,0,1
LOC100130264,0,0
RIN2,0,8
NAA20,1,17
CRNKL1,0,0
CFAP61,0,0
INSM1,0,0
RALGAPA2,0,1
LINC00237,0,0
KIZ,0,0
KIZ-AS1,0,0
XRN2,0,6
NKX2-4,0,0
NKX2-2,0,0
LINC01727,0,0
LINC01726,0,0
PAX1,0,0
LINC01432,0,0
LINC01427,0,0
LOC284788,0,0
LINC00261,0,0
FOXA2,0,0
LNCNEF,0,0
LINC01747,0,0
SSTR4,0,0
THBD,0,2
CD93,0,0
LINC00656,0,0
NXT1,2,3
LINC01431,0,0
GZF1,0,2
NAPB,0,1
CSTL1,0,0
CST11,0,0
CST8,0,0
CST13P,0,0
CST9L,0,0
CST9,0,0
CST3,4,246
CST4,0,0
CST1,0,0
CST2,0,0
CST5,0,0
GGTLC1,0,0
LINC01721,0,0
SYNDIG1,0,0
CST7,0,0
APMAP,0,14
ACSS1,0,2
VSX1,0,0
LOC284798,0,0
LOC101926889,0,0
ENTPD6,1,3
PYGB,0,5
ABHD12,0,1
GINS1,0,0
NINL,0,2
NANP,0,1
ZNF337-AS1,0,0
ZNF337,0,0
LOC105372582,0,1
FAM182B,0,0
LOC101926935,0,0
LINC01733,0,0
LOC100134868,0,0
FAM182A,0,0
NCOR1P1,0,0
MIR663AHG,0,0
MIR663A,0,0
FRG1CP,0,2
FRG1DP,0,0
FRG2EP,0,0
LOC105379477,0,0
FRG1EP,0,0
FAM242B,0,0
MIR4477B,0,0
MIR4477A,0,0
LINC01597,0,0
FRG1BP,0,1
MLLT10P1,0,0
DEFB115,0,0
DEFB116,0,0
DEFB118,0,0
DEFB119,0,0
DEFB121,0,0
DEFB122,0,0
DEFB123,0,0
DEFB124,0,0
REM1,0,0
LINC00028,0,0
HM13,4,27
HM13-AS1,0,0
ID1,1,11
MIR3193,0,0
COX4I2,0,0
BCL2L1,0,1
ABALON,0,0
TPX2,0,1
MYLK2,0,0
FOXS1,0,0
DUSP15,0,1
TTLL9,0,0
PDRG1,0,5
XKR7,0,0
CCM2L,0,0
HCK,0,0
TM9SF4,0,5
TSPY26P,0,0
PLAGL2,1,1
POFUT1,0,5
MIR1825,0,0
KIF3B,0,4
ASXL1,0,4
NOL4L,0,2
LOC101929698,0,0
NOL4L-DT,0,0
C20orf203,0,0
COMMD7,0,11
DNMT3B,0,0
MAPRE1,1,10
EFCAB8,0,0
SUN5,0,0
BPIFB2,0,0
BPIFB6,0,0
BPIFB3,0,0
BPIFB4,0,0
BPIFA2,0,0
BPIFA4P,0,0
BPIFA3,0,0
BPIFA1,0,0
BPIFB1,0,0
CDK5RAP1,0,3
SNTA1,0,0
CBFA2T2,0,2
NECAB3,0,1
C20orf144,0,0
ACTL10,0,2
E2F1,0,0
PXMP4,0,1
ZNF341,0,2
ZNF341-AS1,0,0
CHMP4B,0,11
RALY-AS1,0,0
RALY,0,10
MIR4755,0,0
EIF2S2,4,56
ASIP,0,0
AHCY,0,8
ITCH,0,5
MIR644A,0,0
DYNLRB1,4,60
MAP1LC3A,0,13
PIGU,0,1
TP53INP2,0,3
NCOA6,0,1
HMGB3P1,0,0
GGT7,0,1
ACSS2,0,0
GSS,1,7
MYH7B,0,0
MIR499A,0,0
MIR499B,0,0
TRPC4AP,0,5
EDEM2,0,0
MMP24-AS1-EDEM2,0,0
PROCR,0,10
MMP24,0,7
MMP24OS,1,43
EIF6,3,45
FAM83C-AS1,0,0
FAM83C,0,0
UQCC1,0,1
GDF5OS,0,0
GDF5,0,1
MIR1289-1,0,0
CEP250,0,1
C20orf173,0,0
ERGIC3,2,28
FER1L4,0,0
SPAG4,0,0
CPNE1,0,6
RBM12,0,3
NFS1,0,5
ROMO1,3,32
RBM39,0,23
PHF20,0,3
SCAND1,1,43
CNBD2,0,0
NORAD,1,28
EPB41L1,0,0
LOC100130373,0,0
AAR2,0,4
DLGAP4,1,8
DLGAP4-AS1,0,1
MYL9,18,411
TGIF2,0,1
TGIF2-RAB5IF,0,0
RAB5IF,0,0
SLA2,0,0
NDRG3,1,1
DSN1,0,0
SOGA1,0,0
TLDC2,0,0
SAMHD1,0,0
RBL1,0,0
MROH8,0,0
RPN2,2,29
GHRH,0,0
MANBAL,0,8
SRC,0,1
BLCAP,3,9
NNAT,0,0
LINC00489,0,0
LOC100287792,0,0
CTNNBL1,0,1
VSTM2L,0,0
TTI1,0,0
RPRD1B,0,2
TGM2,0,16
KIAA1755,0,0
LOC149684,0,0
BPI,0,0
LBP,0,0
SNHG17,1,4
SNORA71B,0,0
SNORA71A,0,0
SNORA71C,0,0
SNORA71D,0,0
SNHG11,1,2
SNORA71E,0,0
SNORA60,0,0
RALGAPB,0,9
MIR548O2,0,0
ADIG,0,0
ARHGAP40,0,0
SLC32A1,0,0
ACTR5,0,0
PPP1R16B,0,0
FAM83D,0,0
DHX35,0,1
LINC01734,0,0
LINC01370,0,0
MAFB,0,0
SNORD154,0,0
LOC100128988,0,0
TOP1,0,12
PLCG1-AS1,0,0
PLCG1,0,0
MIR6871,0,0
ZHX3,0,2
LPIN3,0,3
EMILIN3,0,0
CHD6,0,1
PTPRT,0,0
LOC101927159,0,0
LOC101927138,0,0
SRSF6,0,11
L3MBTL1,0,0
SGK2,0,0
IFT52,2,1
MYBL2,0,0
GTSF1L,0,0
LINC01728,0,0
TOX2,0,0
JPH2,0,0
OSER1,0,4
OSER1-DT,0,1
GDAP1L1,0,0
FITM2,0,0
R3HDML,0,0
HNF4A,0,0
HNF4A-AS1,0,0
MIR3646,0,0
LINC01430,0,0
LINC01620,0,0
TTPAL,0,1
SERINC3,0,25
PKIG,1,8
ADA,0,1
LINC01260,0,0
KCNK15-AS1,0,0
CCN5,0,0
KCNK15,0,4
RIMS4,0,0
YWHAB,7,46
PABPC1L,0,0
TOMM34,0,2
STK4-AS1,0,0
STK4,0,3
KCNS1,0,0
WFDC5,0,0
WFDC12,0,0
PI3,0,0
SEMG1,0,0
SEMG2,0,0
SLPI,0,2
MATN4,0,0
RBPJL,0,0
SDC4,0,18
SYS1,0,9
SYS1-DBNDD2,0,0
TP53TG5,0,0
DBNDD2,0,0
PIGT,1,21
MIR6812,0,0
LOC105372631,0,0
WFDC2,0,0
SPINT3,0,0
WFDC6,0,0
EPPIN-WFDC6,0,0
EPPIN,0,0
WFDC8,0,0
WFDC9,0,0
WFDC10A,0,0
WFDC11,0,0
WFDC10B,0,0
WFDC13,0,0
MIR3617,0,0
SPINT4,0,0
WFDC3,0,0
DNTTIP1,0,2
UBE2C,0,0
TNNC2,0,0
SNX21,0,2
ACOT8,0,2
ZSWIM3,0,0
ZSWIM1,0,0
SPATA25,0,0
NEURL2,0,1
CTSA,1,27
PLTP,0,2
PCIF1,0,0
ZNF335,0,4
MMP9,0,0
SLC12A5-AS1,0,0
SLC12A5,0,0
NCOA5,0,5
CD40,0,1
CDH22,0,0
SLC35C2,1,11
ELMO2,0,1
LOC105372633,0,0
ZNF663P,0,0
MKRN7P,0,0
ZNF334,0,0
OCSTAMP,0,0
SLC13A3,0,0
TP53RK,3,7
SLC2A10,0,4
EYA2,0,0
MIR3616,0,0
ZMYND8,0,6
LOC100131496,0,0
LOC101927377,0,0
LINC01754,0,0
NCOA3,0,2
SULF2,0,15
LINC01522,0,0
LINC01523,0,0
LINC00494,0,0
PREX1,0,0
ARFGEF2,0,6
CSE1L-AS1,0,0
CSE1L,0,1
STAU1,1,4
DDX27,1,6
ZNFX1,0,3
ZFAS1,6,75
SNORD12C,0,0
SNORD12B,0,0
SNORD12,0,0
KCNB1,0,0
PTGIS,0,0
B4GALT5,0,4
SLC9A8,0,0
MIR12122,0,0
SPATA2,1,2
LOC105372653,0,0
RNF114,1,4
SNAI1,0,0
TRERNA1,0,0
TMEM189-UBE2V1,0,0
UBE2V1,1,0
TMEM189,0,11
LINC01273,0,0
CEBPB-AS1,0,0
CEBPB,0,31
SMIM25,0,0
LINC01270,0,0
LINC01271,0,0
PTPN1,0,8
MIR645,0,0
RIPOR3,0,0
MIR1302-5,0,0
LOC100506175,0,0
PARD6B,0,1
BCAS4,1,0
ADNP,0,13
ADNP-AS1,0,0
DPM1,1,13
MOCS3,0,1
KCNG1,0,2
NFATC2,0,0
MIR3194,0,0
ATP9A,0,0
SALL4,0,1
LINC01429,0,0
ZFP64,0,3
LINC01524,0,0
TSHZ2,0,0
LOC101927770,0,0
ZNF217,0,1
LOC105372672,0,0
SUMO1P1,0,0
BCAS1,0,0
MIR4756,0,0
CYP24A1,0,16
PFDN4,0,25
DOK5,0,1
LINC01441,0,0
LINC01440,0,0
CBLN4,0,0
MC3R,0,0
FAM210B,0,2
AURKA,0,0
CSTF1,0,1
CASS4,0,0
RTF2,1,11
GCNT7,0,0
FAM209A,0,0
FAM209B,0,0
LINC01716,0,0
TFAP2C,0,0
BMP7,0,0
BMP7-AS1,0,0
MIR4325,0,0
SPO11,0,0
RAE1,0,9
MTRNR2L3,0,0
LOC100291105,0,0
RBM38,0,3
CTCFL,0,0
PCK1,0,0
ZBP1,0,0
PMEPA1,0,38
NKILA,0,0
LINC01742,0,0
C20orf85,0,0
ANKRD60,0,0
PPP4R1L,0,0
RAB22A,0,5
VAPB,0,3
APCDD1L,0,1
APCDD1L-DT,0,0
LINC01711,0,0
STX16-NPEPL1,0,0
STX16,1,6
NPEPL1,0,0
LOC105372695,0,0
MIR296,0,0
MIR298,0,0
GNAS-AS1,0,0
GNAS,22,134
LOC101927932,0,0
NELFCD,0,2
CTSZ,2,29
TUBB1,0,0
ATP5F1E,7,133
SLMO2-ATP5E,0,0
PRELID3B,0,6
ZNF831,0,0
EDN3,0,0
PHACTR3,0,0
PHACTR3-AS1,0,0
SYCP2,0,1
FAM217B,0,2
PPP1R3D,0,0
CDH26,0,0
C20orf197,0,0
LOC729296,0,0
MIR646HG,0,0
MIR646,0,0
LOC101928048,0,0
MIR4533,0,0
MIR548AG2,0,0
LINC01718,0,0
CDH4,0,1
LOC100128310,0,0
MIR1257,0,0
TAF4,0,0
MIR3195,0,0
LSM14B,0,0
PSMA7,6,86
SS18L1,0,2
MTG2,0,0
HRH3,0,0
LOC105369209,0,0
OSBPL2,0,1
ADRM1,2,22
LAMA5,0,0
MIR4758,0,0
LAMA5-AS1,0,0
RPS21,14,160
CABLES2,0,0
RBBP8NL,0,0
GATA5,0,0
MIR1-1HG-AS1,0,0
MIR1-1HG,0,0
MIR1-1,0,0
MIR133A2,0,0
SLCO4A1,0,0
SLCO4A1-AS1,0,0
NTSR1,0,0
LINC00659,0,0
MRGBP,0,7
OGFR-AS1,0,0
OGFR,0,2
COL9A3,0,0
TCFL5,0,0
DPH3P1,0,0
DIDO1,0,3
SNORA117,0,0
GID8,0,4
SLC17A9,0,1
BHLHE23,0,0
LINC01749,0,0
LINC00029,0,0
LINC01056,0,0
HAR1B,0,0
HAR1A,0,0
MIR124-3,0,0
YTHDF1,1,0
BIRC7,0,0
MIR3196,0,0
NKAIN4,0,0
FLJ16779,0,0
ARFGAP1,2,8
MIR4326,0,0
COL20A1,0,0
CHRNA4,0,0
LOC100130587,0,0
KCNQ2,0,0
EEF1A2,1,0
PPDPF,15,77
PTK6,0,0
SRMS,0,0
FNDC11,0,0
HELZ2,0,0
GMEB2,0,1
MHENCR,0,1
STMN3,0,0
RTEL1,0,1
RTEL1-TNFRSF6B,0,0
TNFRSF6B,0,0
ARFRP1,0,7
ZGPAT,0,0
LIME1,0,0
SLC2A4RG,4,8
ZBTB46,0,0
ZBTB46-AS1,0,0
ABHD16B,0,0
TPD52L2,0,20
DNAJC5,0,8
MIR941-1,0,0
MIR941-2,0,0
MIR941-3,0,0
MIR941-4,0,0
MIR941-5,0,0
UCKL1,0,3
MIR1914,0,0
MIR647,0,0
UCKL1-AS1,0,0
ZNF512B,0,2
SAMD10,0,2
PRPF6,0,3
C20orf204,0,0
SOX18,0,0
TCEA2,1,12
RGS19,0,2
MIR6813,0,0
OPRL1,0,0
LKAAEAR1,0,0
NPBWR2,0,0
MYT1,0,0
PCMTD2,0,6
LINC00266-1,0,0
DNMT3L-AS1,0,0
LOC102723996,0,0
ICOSLG,0,0
LINC01678,0,0
GATD3A,0,2
GATD3B,0,0
LOC102724159,0,0
PWP2,0,0
LOC102724219,0,0
LOC102724843,0,0
LOC102724951,0,0
LOC102723360,0,0
H2BS1,0,0
LINC01669,0,0
LINC00313,0,0
LINC00319,0,0
SIK1,0,0
SIK1B,0,0
CBS,0,0
CBSL,0,0
U2AF1,0,0
U2AF1L5,0,0
FRGCA,0,0
LOC106780825,0,0
CRYAA,0,0
CRYAA2,0,0
LOC110091777,0,0
MIR8069-1,0,0
MIR8069-2,0,0
SMIM11A,0,0
SMIM11B,0,0
FAM243A,0,0
FAM243B,0,0
SMIM34A,0,0
KCNE1B,0,0
LOC100507412,0,3
MIR6724-1,0,0
MIR6724-2,0,0
MIR6724-3,0,0
MIR6724-4,0,0
RNA45SN2,0,0
MIR3648-1,0,0
MIR3648-2,0,0
RNA18SN1,0,0
RNA18SN2,0,0
RNA18SN3,0,0
RNA18SN4,0,0
RNA18SN5,0,0
RNA5-8SN1,0,0
RNA5-8SN2,0,0
RNA5-8SN3,0,0
RNA5-8SN5,0,0
RNA5-8SN4,0,0
RNA28SN5,0,0
RNA28SN2,0,0
RNA45SN3,0,0
RNA28SN3,0,0
RNA45SN1,0,0
RNA45SN5,0,0
MIR10396B,0,0
MIR10396A,0,0
RNA28SN1,0,0
TEKT4P2,0,0
LOC105379511,0,0
LOC105379514,0,0
LINC01667,0,0
BAGE4,0,0
BAGE2,0,0
TPTE,0,0
ANKRD30BP2,0,0
MIR3156-3,0,0
LINC01674,0,0
POTED,0,0
MIR3118-1,0,0
CYP4F29P,0,0
LOC110091776,0,0
ANKRD20A11P,0,0
LIPI,0,0
RBM11,0,0
ABCC13,0,0
HSPA13,0,9
SAMSN1,0,0
SAMSN1-AS1,0,0
LOC388813,0,0
LINC02246,0,3
NRIP1,0,2
USP25,0,2
MIR99AHG,0,0
SNORD74B,0,0
MIR99A,0,0
MIRLET7C,0,0
MIR125B2,0,0
LINC01549,0,0
CXADR,0,0
BTG3,0,11
BTG3-AS1,0,1
C21orf91-OT1,0,0
C21orf91,0,1
CHODL-AS1,0,0
CHODL,0,0
TMPRSS15,0,0
MIR548XHG,0,0
MIR548X,0,0
LINC01683,0,0
LINC02573,0,0
LINC00320,0,0
NCAM2,0,0
LINC00317,0,0
LINC01425,0,0
LINC01687,0,0
LINC00308,0,0
MIR6130,0,0
D21S2088E,0,0
LINC01689,0,0
LINC01684,0,0
LINC01692,0,0
LINC00158,0,0
MIR155HG,0,1
MIR155,0,0
LINC00515,0,0
MRPL39,2,5
JAM2,0,0
ATP5PF,5,98
GABPA,0,0
APP,0,37
CYYR1-AS1,0,0
CYYR1,0,0
ADAMTS1,0,2
ADAMTS5,0,1
MIR4759,0,0
LINC00113,0,0
LINC00314,0,0
LINC01697,0,0
LINC01695,0,0
LINC00161,0,0
N6AMT1,0,2
LTN1,0,3
RWDD2B,0,1
USP16,0,3
CCT8,3,16
MAP3K7CL,4,6
LINC00189,0,0
BACH1,0,4
BACH1-IT2,0,0
BACH1-IT3,0,0
GRIK1,0,0
GRIK1-AS2,0,0
GRIK1-AS1,0,0
CLDN17,0,0
LINC00307,0,0
CLDN8,0,0
KRTAP24-1,0,0
KRTAP25-1,0,0
KRTAP26-1,0,0
KRTAP27-1,0,0
KRTAP23-1,0,0
KRTAP13-2,0,0
MIR4327,0,0
KRTAP13-1,0,0
KRTAP13-3,0,0
KRTAP13-4,0,0
KRTAP15-1,0,0
KRTAP19-1,0,0
KRTAP19-2,0,0
KRTAP19-3,0,0
KRTAP19-4,0,0
KRTAP19-5,0,0
KRTAP19-6,0,0
KRTAP19-7,0,0
KRTAP22-2,0,0
KRTAP6-3,0,0
KRTAP6-2,0,0
KRTAP22-1,0,0
KRTAP6-1,0,0
KRTAP20-1,0,0
KRTAP20-4,0,0
KRTAP20-2,0,0
KRTAP20-3,0,0
KRTAP21-3,0,0
KRTAP21-2,0,0
KRTAP21-1,0,0
KRTAP8-1,0,0
KRTAP7-1,0,0
KRTAP11-1,0,0
KRTAP19-8,0,0
TIAM1,0,1
LOC150051,0,0
SOD1,3,73
SCAF4,0,1
HUNK,0,1
LINC00159,0,0
MIS18A,0,1
MRAP,0,0
URB1,0,2
SNORA80A,0,0
URB1-AS1,0,0
EVA1C,0,4
C21orf59-TCP10L,0,0
TCP10L,0,0
CFAP298,0,0
SYNJ1,0,0
PAXBP1-AS1,0,0
PAXBP1,0,2
C21orf62-AS1,0,0
C21orf62,0,0
LINC01690,0,0
OLIG2,0,0
LINC00945,0,0
OLIG1,0,0
LOC101928107,0,0
LINC01548,0,0
IFNAR2,0,2
IL10RB-DT,0,0
IL10RB,0,2
IFNAR1,1,6
IFNGR2,4,18
TMEM50B,0,6
DNAJC28,0,0
GART,0,3
SON,2,13
MIR6501,0,0
DONSON,0,2
CRYZL1,0,0
ITSN1,0,1
ATP5PO,1,52
LINC00649,0,0
LOC101928126,0,0
MRPS6,0,54
SLC5A3,0,23
LINC00310,0,0
KCNE2,0,0
KCNE1,0,0
RCAN1,0,24
CLIC6,0,1
LINC00160,0,0
LINC01426,0,0
RUNX1,0,10
RUNX1-IT1,0,0
LOC100506403,0,0
MIR802,0,0
PPP1R2P2,0,0
LOC101928269,0,0
LINC01436,0,0
SETD4,0,1
LOC100133286,0,0
CBR1,0,5
LOC105369306,0,0
CBR3-AS1,0,0
CBR3,0,0
DOP1B,0,0
MORC3,0,4
CHAF1B,0,0
CLDN14,0,0
SIM2,0,0
HLCS,0,2
RIPPLY3,0,0
LOC105372795,0,0
PIGP,2,24
TTC3,1,47
TTC3-AS1,0,0
DSCR9,0,0
VPS26C,0,1
DYRK1A,0,1
KCNJ6,0,0
DSCR4,0,0
DSCR8,0,0
DSCR10,0,0
KCNJ15,0,0
LINC01423,0,0
ERG,0,0
LINC00114,0,0
ETS2,1,2
LOC101928398,0,0
LOC400867,0,0
LINC01700,0,0
PSMG1,0,7
BRWD1,0,5
BRWD1-AS2,0,0
BRWD1-AS1,0,0
HMGN1,6,103
GET1,2,13
WRB-SH3BGR,0,0
LCA5L,0,0
SH3BGR,0,0
MIR6508,0,0
B3GALT5-AS1,0,1
B3GALT5,0,0
IGSF5,0,1
PCP4,0,0
DSCAM,0,0
MIR4760,0,0
DSCAM-AS1,0,0
DSCAM-IT1,0,0
LINC00323,0,0
MIR3197,0,0
BACE2,0,6
PLAC4,0,0
FAM3B,0,0
MX2,0,0
MX1,0,0
TMPRSS2,0,0
PCSEAT,0,0
LINC00111,0,0
LINC00479,0,0
LINC00112,0,0
RIPK4,0,0
MIR6814,0,0
PRDM15,0,0
