H1.1,H2.1,H3.1,H4.1,H5.1,H6.1
MRPS23,343,183,211,57,1032,335
CUEDC1,86,35,37,5,204,49
VEZF1,110,50,30,10,327,57
SRSF1,139,103,35,17,466,155
LOC101927666,0,0,0,0,0,0
DYNLL2,70,32,25,8,195,59
OR4D1,0,0,0,0,0,0
MSX2P1,0,0,0,0,0,0
OR4D2,0,0,0,0,0,0
EPX,0,0,0,0,0,0
MKS1,7,11,1,2,20,14
LPO,0,0,0,0,0,0
MPO,0,0,0,0,0,0
TSPOAP1,1,0,0,0,1,0
TSPOAP1-AS1,2,1,0,0,1,2
MIR142,0,0,0,0,0,0
MIR4736,0,0,0,0,0,0
SUPT4H1,353,225,187,42,847,385
RNF43,0,0,0,0,0,0
HSF5,0,0,0,0,0,0
MTMR4,19,18,2,2,33,26
SEPTIN4-AS1,1,0,0,0,2,1
SEPTIN4,35,9,1,1,42,3
TEX14,1,1,0,0,1,0
RAD51C,65,18,20,13,151,44
PPM1E,0,1,0,0,2,5
TRIM37,104,24,44,9,200,71
SKA2,161,119,29,8,230,102
MIR454,0,0,0,0,0,0
MIR301A,0,0,0,0,0,0
PRR11,4,44,1,0,4,6
SMG8,36,17,20,3,123,40
GDPD1,9,4,2,1,24,4
YPEL2,80,18,46,3,121,48
MIR4729,0,0,0,0,0,0
LINC01476,0,0,0,0,0,0
DHX40,75,39,23,12,158,63
CLTC,618,266,140,66,1375,636
PTRH2,147,43,86,18,476,133
VMP1,519,429,155,61,1381,805
MIR21,0,0,0,0,0,0
TUBD1,27,7,2,4,59,18
RPS6KB1,65,28,22,6,134,50
RNFT1,52,21,15,6,141,75
TBC1D3P1-DHX40P1,10,1,2,0,29,13
RNFT1-DT,6,1,0,0,4,1
HEATR6,55,24,16,4,64,34
MIR4737,0,0,0,0,0,0
LOC105371849,2,2,0,0,1,2
WFDC21P,942,113,16,6,6,217
LOC653653,0,0,0,0,0,0
CA4,0,0,0,0,0,0
USP32,39,26,19,8,98,32
SCARNA20,0,0,0,0,0,0
C17orf64,0,0,2,0,0,0
APPBP2,123,45,45,17,384,95
LINC01999,0,0,0,0,0,0
PPM1D,65,15,46,3,126,38
BCAS3,27,11,3,4,30,24
LOC101927855,0,0,0,0,2,6
TBX2-AS1,6,8,13,3,56,23
TBX2,7,5,17,15,88,83
C17orf82,7,6,0,4,15,15
TBX4,0,0,0,0,1,0
NACA2,5,4,2,1,2,2
BRIP1,1,6,1,0,8,4
INTS2,15,12,9,2,53,17
MED13,144,55,39,8,296,104
TBC1D3P2,0,0,0,0,0,0
EFCAB3,0,0,0,0,0,1
METTL2A,65,32,43,5,147,35
TLK2,73,23,30,6,161,54
MRC2,524,189,76,50,1205,606
MARCHF10,0,1,0,0,3,0
LOC105371855,0,0,0,0,0,0
MARCHF10-DT,0,0,0,0,0,0
MIR633,0,0,0,0,0,0
TANC2,27,33,13,7,103,45
CYB561,22,5,5,6,92,16
ACE,1,2,0,1,0,1
KCNH6,0,0,0,0,0,0
DCAF7,217,83,59,23,307,149
TACO1,126,59,74,17,201,75
MAP3K3,62,29,22,7,79,43
LIMD2,89,65,40,7,282,90
LOC729683,14,11,8,2,20,7
STRADA,41,14,12,5,80,30
CCDC47,248,71,109,16,481,136
DDX42,224,61,72,19,396,130
FTSJ3,99,33,17,9,204,72
PSMC5,781,317,330,72,1591,536
SMARCD2,57,59,25,5,203,57
TCAM1P,0,0,0,0,0,0
CSH2,0,0,0,0,0,0
GH2,0,0,0,0,0,0
CSH1,0,0,0,0,0,0
CSHL1,0,0,0,0,0,0
GH1,0,0,0,0,0,0
CD79B,1,0,0,0,0,0
SCN4A,0,0,0,0,0,0
PRR29-AS1,0,0,0,0,0,0
PRR29,0,0,1,0,1,0
ICAM2,0,0,0,0,0,0
ERN1,14,7,5,4,52,32
SNHG25,36,14,22,7,144,83
SNORD104,0,0,0,0,0,0
SNORA50C,0,0,0,0,0,0
TEX2,66,32,7,12,288,68
PECAM1,0,0,0,0,0,1
MILR1,1,1,0,0,0,1
POLG2,27,12,25,2,67,23
DDX5,1308,578,380,146,2040,1012
MIR3064,0,0,0,0,0,0
MIR5047,0,0,0,0,0,0
CEP95,37,21,13,1,75,17
SMURF2,278,143,136,70,328,261
ARHGAP27P1-BPTFP1-KPNA2P3,10,5,3,2,35,17
ARHGAP27P1,4,1,6,1,11,5
MIR6080,0,0,0,0,0,0
PLEKHM1P1,4,0,1,0,3,1
LRRC37A3,18,5,3,6,36,13
AMZ2P1,102,30,38,4,132,72
GNA13,109,39,25,11,239,103
LOC100507002,5,7,1,0,15,1
RGS9,30,2,2,1,4,1
LINC02563,0,0,0,0,0,0
AXIN2,3,1,1,2,68,1
CEP112,29,8,3,1,29,16
APOH,0,0,0,0,0,0
PRKCA,40,48,6,6,54,53
PRKCA-AS1,0,0,0,0,0,0
MIR634,0,0,0,0,0,0
CACNG5,0,0,0,0,0,0
CACNG4,0,0,0,0,0,0
CACNG1,0,0,0,0,0,0
HELZ,174,61,29,13,278,118
LOC101928021,1,0,0,0,2,0
PSMD12,342,82,143,27,639,249
PITPNC1,13,12,2,0,63,12
MIR548AA2,0,0,0,0,0,0
MIR548D2,0,0,0,0,0,0
NOL11,80,46,38,8,148,48
SNORA38B,0,0,0,0,0,0
BPTF,517,189,131,27,598,265
C17orf58,65,31,35,5,95,59
KPNA2,213,149,91,30,475,172
LINC00674,351,102,134,24,350,174
ARHGAP27P2,0,0,0,0,1,0
AMZ2,135,95,46,13,359,104
ARSG,47,25,7,6,100,34
SLC16A6,0,0,1,1,6,0
PRKAR1A,355,146,90,49,815,539
WIPI1,319,83,82,23,651,176
MIR635,0,0,0,0,0,0
FAM20A,1,0,1,0,41,38
LINC01482,0,0,0,0,0,0
ABCA8,0,4,3,0,48,28
ABCA9,1,0,0,0,5,1
ABCA9-AS1,0,0,0,0,0,0
ABCA6,0,0,0,0,5,7
MIR4524B,0,0,0,0,0,0
MIR4524A,0,0,0,0,0,0
ABCA10,0,0,1,1,2,2
PRO1804,1,0,0,0,0,0
ABCA5,11,5,1,2,7,31
MAP2K6,1,6,2,0,10,7
LOC105371880,0,0,0,0,2,1
LINC01483,1,0,0,0,0,0
LINC01497,0,0,0,0,0,0
LINC01028,0,0,0,0,0,0
KCNJ16,0,1,0,0,0,0
KCNJ2-AS1,0,1,0,0,3,2
KCNJ2,0,5,2,1,11,25
CASC17,0,0,0,0,0,0
ROCR,0,0,0,0,0,0
LINC01152,0,9,0,0,0,2
LOC102723517,0,0,0,0,0,0
SOX9-AS1,1,3,0,0,0,0
LINC02097,0,0,0,0,0,0
SOX9,4,51,8,3,32,48
LINC02003,0,0,0,0,0,0
LINC00673,1,4,3,0,11,13
LINC00511,0,0,0,0,0,0
SLC39A11,9,7,2,1,39,33
SSTR2,1,0,0,0,1,2
COG1,49,12,22,4,98,33
FAM104A,147,54,64,14,315,132
C17orf80,43,21,6,1,67,22
CPSF4L,0,0,0,0,0,0
CDC42EP4,9,17,8,2,35,23
SDK2,3,2,1,0,15,3
LOC101928251,0,0,0,0,0,0
LOC100134391,0,0,0,0,0,0
LINC00469,0,0,0,0,0,0
LINC02092,0,0,0,0,0,0
RPL38,1961,898,447,141,3621,1630
MGC16275,1,4,0,0,3,8
TTYH2,2,4,3,0,3,1
DNAI2,0,0,0,0,0,0
KIF19,0,0,1,0,0,0
BTBD17,0,0,0,0,0,0
GPR142,0,0,0,0,0,0
GPRC5C,2,0,171,9,156,7
CD300A,0,0,4,0,0,0
CD300LB,0,0,0,0,0,0
CD300C,0,0,1,0,0,0
CD300H,0,0,0,0,1,0
LOC100130520,0,0,0,0,0,0
CD300LD,0,0,0,0,0,0
C17orf77,0,0,0,0,0,0
LOC101928343,0,0,0,0,0,0
CD300E,0,0,0,0,0,0
RAB37,0,0,1,0,1,0
CD300LF,0,0,0,0,0,0
MIR3615,0,0,0,0,0,0
SLC9A3R1,24,9,19,1,263,25
NAT9,95,43,32,12,376,115
TMEM104,32,14,9,3,80,28
GRIN2C,1,1,1,0,3,1
FDXR,70,67,47,9,201,85
FADS6,0,0,0,0,0,0
USH1G,0,0,0,0,0,0
OTOP2,0,0,0,0,0,0
OTOP3,0,0,0,0,0,0
HID1,3,0,3,0,0,0
HID1-AS1,0,0,0,0,0,0
CDR2L,77,18,23,9,201,51
MRPL58,136,79,105,15,334,125
KCTD2,33,13,6,5,99,39
ATP5PD,813,356,219,85,2174,751
SLC16A5,7,3,2,0,51,11
ARMC7,29,15,13,2,90,29
NT5C,245,148,107,35,665,316
JPT1,579,491,498,119,2024,752
SUMO2,1472,1254,664,144,4853,1598
NUP85,34,17,6,2,53,25
GGA3,46,12,3,2,67,22
MRPS7,406,183,146,39,763,244
MIF4GD,122,27,34,4,86,33
LOC100287042,2,0,1,0,1,0
SLC25A19,31,3,7,6,30,12
GRB2,337,86,155,22,631,172
MIR3678,0,0,0,0,0,0
TMEM94,28,11,5,1,117,39
MIR6785,0,0,0,0,0,0
CASKIN2,62,15,7,3,69,18
TSEN54,35,14,14,4,107,34
LLGL2,14,0,8,0,15,3
MYO15B,4,1,0,0,9,0
RECQL5,16,13,6,3,65,21
SMIM5,3,1,1,0,3,0
SMIM6,0,0,0,0,0,0
SAP30BP,121,50,56,15,286,133
ITGB4,7,4,2,1,3,3
GALK1,179,80,33,12,336,132
H3-3B,2348,1618,1219,239,5038,2189
MIR4738,0,0,0,0,0,0
UNK,73,22,16,6,112,58
UNC13D,1,0,0,0,7,0
WBP2,182,62,97,24,498,140
TRIM47,24,15,47,7,11,20
TRIM65,32,12,10,1,77,23
MRPL38,194,99,133,22,373,133
FBF1,3,4,0,1,7,5
ACOX1,75,22,15,9,287,91
TEN1-CDK3,0,0,0,0,1,1
TEN1,0,0,0,0,0,0
CDK3,0,0,0,0,0,0
EVPL,0,0,0,0,0,0
SRP68,128,47,50,17,266,92
GALR2,2,1,5,0,6,0
ZACN,0,0,0,0,1,0
EXOC7,131,63,31,13,249,94
MIR6868,0,0,0,0,0,0
FOXJ1,0,0,0,0,0,0
RNF157-AS1,0,0,0,0,0,0
RNF157,1,1,1,0,1,1
UBALD2,44,50,60,13,126,70
QRICH2,12,10,1,0,14,9
PRPSAP1,163,88,75,12,205,146
SPHK1,102,98,112,30,178,205
UBE2O,30,16,12,5,59,32
AANAT,0,0,0,0,2,3
RHBDF2,15,13,10,2,28,33
CYGB,47,27,9,0,36,118
PRCD,0,0,0,0,0,0
SNHG16,409,377,184,43,1527,600
SNORD1C,0,0,0,0,0,0
SNORD1B,0,0,0,0,0,0
SNORD1A,0,0,0,0,0,0
ST6GALNAC2,2,0,0,0,0,0
ST6GALNAC1,0,0,0,0,0,0
LOC105274304,1,0,0,0,0,0
MXRA7,973,223,293,84,1616,492
JMJD6,91,26,60,5,253,49
METTL23,318,168,202,25,641,219
SRSF2,392,195,136,45,994,351
MIR636,0,0,0,0,0,0
MFSD11,85,37,40,12,267,76
LINC02080,0,0,1,0,0,0
LINC00868,0,0,0,0,1,0
MGAT5B,0,2,0,0,3,0
LOC105371899,0,0,0,0,0,0
SNHG20,12,12,12,1,40,16
SEC14L1,293,125,125,36,381,150
SCARNA16,1,0,1,0,2,0
MIR6516,0,0,0,0,0,0
SEPTIN9-DT,0,0,0,0,0,0
SEPTIN9,278,156,74,26,592,314
MIR4316,0,0,0,0,0,0
LOC400622,0,0,0,0,0,0
LOC100507351,0,0,0,0,0,0
LINC01987,0,0,0,0,0,0
LINC01973,1,0,0,0,0,0
TNRC6C,39,14,15,4,57,23
TNRC6C-AS1,1,1,0,0,2,2
TMC6,4,5,4,0,23,6
TMC8,0,0,1,0,0,0
C17orf99,0,0,0,0,0,0
SYNGR2,66,8,38,13,155,37
TK1,2,63,0,0,2,3
AFMID,30,19,11,3,71,42
BIRC5,1,49,1,0,0,0
TMEM235,0,0,0,0,0,0
LOC105371910,0,0,0,0,0,0
LINC01993,0,0,0,0,0,0
SOCS3,11,41,6,3,330,20
LOC101928674,2,1,0,0,22,1
PGS1,73,40,43,5,225,60
DNAH17,0,0,0,0,0,0
DNAH17-AS1,0,0,0,0,2,1
SCAT1,0,0,0,0,2,0
CYTH1,80,17,10,3,152,32
USP36,57,31,35,10,91,64
TIMP2,766,629,227,132,3303,2021
CEP295NL,1,0,0,0,0,2
LGALS3BP,174,149,38,0,1197,243
CANT1,81,47,32,15,198,102
C1QTNF1-AS1,0,0,1,0,0,1
C1QTNF1,0,11,0,0,65,34
ENGASE,13,5,4,1,29,9
RBFOX3,0,0,1,0,0,0
MIR4739,0,0,0,0,0,0
LINC02078,0,0,0,0,0,0
ENPP7,0,0,0,0,0,0
CBX2,1,1,3,0,5,4
CBX8,17,6,16,1,53,14
LINC01977,0,0,0,0,2,0
CBX4,120,19,44,11,254,44
LINC01979,0,0,0,0,0,0
LINC01978,0,0,0,0,0,0
TBC1D16,59,28,25,9,131,43
CCDC40,4,1,4,0,12,2
MIR1268B,0,0,0,0,0,0
GAA,121,68,25,23,573,177
EIF4A3,263,115,135,24,621,200
CARD14,0,0,2,0,0,1
SGSH,29,20,9,2,54,23
SLC26A11,37,23,27,5,75,22
RNF213,196,80,43,8,316,111
RNF213-AS1,1,1,0,0,0,0
ENDOV,107,67,29,15,195,109
MIR4730,0,0,0,0,0,0
NPTX1,6,0,0,0,0,2
RPTOR,29,10,3,1,84,22
LOC101928855,0,0,0,0,0,0
LOC400627,1,0,0,0,2,0
CHMP6,55,32,30,10,184,53
BAIAP2-DT,19,10,6,6,20,15
BAIAP2,46,7,23,10,134,78
AATK,0,2,4,0,2,2
MIR657,0,0,0,0,0,0
MIR3065,0,0,0,0,0,0
MIR338,0,0,0,0,0,0
MIR1250,0,0,0,0,0,0
PVALEF,0,0,0,0,0,0
CEP131,11,6,5,3,13,11
TEPSIN,24,16,9,3,59,24
LOC105371925,0,0,0,0,0,0
NDUFAF8,1097,353,236,91,1925,833
SLC38A10,254,88,31,29,625,270
LINC00482,1,0,0,0,1,0
LOC100130370,0,0,1,0,0,0
BAHCC1,21,6,4,4,31,13
MIR4740,0,0,0,0,0,0
MIR3186,0,0,0,0,0,0
ACTG1,9468,8682,2491,814,24629,7051
FSCN2,2,0,0,0,4,2
FAAP100,52,31,10,10,117,57
NPLOC4,189,61,43,13,501,161
TSPAN10,14,12,1,1,127,36
PDE6G,1,0,1,0,3,2
OXLD1,246,95,92,28,696,240
CCDC137,83,45,72,13,190,61
ARL16,316,130,129,30,724,279
HGS,120,59,53,18,390,119
MIR6786,0,0,0,0,0,0
MRPL12,220,164,80,27,792,219
SLC25A10,6,3,4,1,18,7
GCGR,0,0,0,0,0,0
MCRIP1,426,221,157,43,739,410
PPP1R27,0,0,0,0,1,1
P4HB,1756,802,471,179,6118,1744
ARHGDIA,738,393,286,87,1276,534
ALYREF,173,118,77,10,620,167
ANAPC11,870,476,262,105,1956,845
PCYT2,73,29,31,10,166,55
NPB,12,0,7,3,31,15
SIRT7,61,22,50,8,168,56
MAFG,261,36,153,31,407,137
MAFG-DT,50,13,7,5,112,33
PYCR1,472,176,97,32,737,201
MYADML2,0,0,0,0,0,0
NOTUM,0,0,0,0,0,0
ASPSCR1,102,26,20,11,178,65
CENPX,236,125,161,36,490,162
LRRC45,25,10,10,5,46,21
RAC3,131,76,81,17,355,135
DCXR,198,115,79,36,493,133
DCXR-DT,0,0,0,0,0,0
RFNG,140,60,63,14,400,181
GPS1,114,79,45,28,333,119
DUS1L,175,74,49,23,446,122
FASN,87,39,19,17,295,100
SNORD134,0,0,0,0,0,0
CCDC57,17,10,9,3,76,32
SLC16A3,276,66,82,31,842,441
MIR6787,0,0,0,0,0,0
CSNK1D,195,85,87,29,450,157
LINC01970,0,0,0,0,3,1
CD7,0,0,1,0,0,0
SECTM1,3,0,0,0,0,0
TEX19,0,0,0,0,0,0
UTS2R,0,0,0,0,0,0
OGFOD3,83,46,12,7,126,60
HEXD,32,20,13,2,80,28
CYBC1,102,63,50,21,348,118
NARF,99,64,52,14,191,107
FOXK2,85,36,46,15,201,57
WDR45B,165,76,52,15,317,146
RAB40B,73,21,25,11,82,40
MIR4525,0,0,0,0,0,0
LOC101929552,0,0,0,0,1,0
FN3KRP,72,35,25,4,94,36
FN3K,2,1,6,1,6,1
TBCD,43,29,9,7,73,39
ZNF750,0,0,0,0,0,0
B3GNTL1,6,8,1,1,32,12
METRNL,113,341,100,15,1225,327
RPL23AP87,1,1,3,2,16,0
MGC70870,0,0,0,0,0,0
TUBB8B,0,0,0,0,0,0
ROCK1P1,4,1,1,0,2,1
MIR8078,0,0,0,0,0,0
USP14,321,113,138,35,721,208
THOC1,67,29,32,5,107,43
COLEC12,5,16,2,0,6,3
LINC01925,0,0,0,0,0,0
CETN1,0,0,0,0,0,0
CLUL1,0,0,0,0,0,0
TYMSOS,16,16,5,0,24,15
TYMS,29,127,26,1,122,52
ENOSF1,19,13,0,7,65,28
YES1,97,69,46,8,196,91
ADCYAP1,0,0,0,0,0,0
LINC01904,0,0,0,0,0,0
LINC00470,0,0,0,0,1,0
METTL4,35,11,9,4,58,20
NDC80,1,8,0,0,2,1
CBX3P2,1,0,0,0,2,2
SMCHD1,170,69,63,15,380,97
EMILIN2,27,2,0,0,25,16
LPIN2,144,52,83,11,182,67
LOC727896,4,1,2,0,6,3
MYOM1,1,0,0,0,1,0
MYL12A,9708,1886,2756,608,8960,3085
LOC104968399,0,0,0,1,4,0
MYL12B,4588,1184,2134,384,6356,2786
LINC01895,0,0,1,0,1,0
TGIF1,221,110,168,26,1145,426
GAPLINC,3,13,2,1,4,35
DLGAP1,0,0,0,0,3,0
DLGAP1-AS1,25,19,8,5,107,23
DLGAP1-AS2,4,1,2,2,24,36
DLGAP1-AS3,0,0,0,0,0,0
MIR6718,0,0,0,0,0,0
DLGAP1-AS4,0,0,0,0,0,0
DLGAP1-AS5,0,0,0,0,0,0
LINC01892,0,0,0,0,0,0
AKAIN1,0,0,0,0,0,0
LINC00526,11,7,6,1,17,7
LINC00667,33,18,19,4,108,15
ZBTB14,23,9,11,4,37,17
EPB41L3,26,80,4,7,0,75
MIR3976HG,0,0,0,0,0,0
MIR3976,0,0,0,0,0,0
TMEM200C,20,0,21,3,3,4
L3MBTL4,0,0,0,0,0,0
L3MBTL4-AS1,0,0,0,0,0,0
MIR4317,0,0,0,0,0,0
LINC01387,0,0,0,0,0,0
LOC101927168,2,2,0,0,5,0
ARHGAP28,1,19,0,0,9,6
LINC00668,0,0,0,0,0,0
LAMA1,1,1,0,0,18,24
LOC101927188,0,0,0,0,0,0
LRRC30,0,0,0,0,0,0
LOC112577592,1,0,0,0,0,0
PTPRM,168,22,14,11,478,73
LOC100192426,0,0,0,0,0,0
RAB12,50,25,26,3,83,45
GACAT2,3,3,2,0,2,1
MTCL1,54,32,25,5,60,29
NDUFV2,819,431,423,105,2172,798
NDUFV2-AS1,2,1,1,0,1,0
ANKRD12,313,108,131,18,362,155
TWSG1,202,73,35,14,544,169
RALBP1,371,157,124,45,697,273
PPP4R1,91,62,32,9,187,65
PPP4R1-AS1,0,2,0,0,3,1
RAB31,155,129,29,11,258,165
TXNDC2,0,0,1,0,0,0
VAPA,622,363,338,53,2226,787
LINC01254,0,0,0,0,0,0
APCDD1,2,0,3,0,708,47
NAPG,183,53,76,15,384,86
LINC01887,0,0,0,0,0,0
LOC101927410,0,0,0,0,0,0
PIEZO2,69,5,6,1,106,47
MIR6788,0,0,0,0,0,0
LINC01928,0,0,0,0,0,0
LINC01255,0,0,0,0,0,0
SLC35G4,0,0,0,0,0,0
MIR7153,0,0,0,0,0,0
GNAL,0,0,0,0,4,2
CHMP1B,112,65,85,18,409,175
MPPE1,57,33,20,10,157,61
IMPA2,13,29,2,13,234,71
ANKRD62,0,0,0,0,0,0
C18orf61,0,0,0,0,0,0
CIDEA,0,0,0,2,0,0
TUBB6,1096,472,256,82,2475,708
AFG3L2,123,45,41,3,143,69
PRELID3A,38,13,24,7,65,23
LOC105371998,0,0,1,1,6,1
SPIRE1,145,41,78,19,158,114
PSMG2,254,201,142,28,643,263
CEP76,14,3,7,2,35,8
LINC01882,1,0,0,0,0,0
PTPN2,81,50,39,9,154,50
SEH1L,42,14,14,6,134,42
CEP192,37,15,11,2,61,14
LDLRAD4,16,2,5,1,93,47
C18orf15,1,0,0,0,0,0
LDLRAD4-AS1,0,0,0,0,1,0
MIR5190,0,0,0,0,0,0
MIR4526,0,0,0,0,0,0
FAM210A,71,37,41,11,149,54
RNMT,225,88,169,23,676,225
MC5R,0,0,0,0,0,0
MC2R,0,0,0,0,0,0
ZNF519,1,2,0,0,4,3
ANKRD20A5P,0,1,0,0,2,0
CYP4F35P,0,0,0,1,1,0
CXADRP3,0,1,0,0,0,0
POTEC,1,0,0,0,0,0
ANKRD30B,2,2,1,0,5,0
MIR3156-2,0,0,0,0,0,0
LINC01443,0,0,0,0,1,0
LINC01444,1,4,0,5,2,0
LOC644669,0,0,0,0,0,0
ROCK1,537,144,134,34,520,199
GREB1L,3,0,1,0,38,0
ESCO1,66,30,32,9,175,52
SNRPD1,452,308,195,61,1287,502
ABHD3,7,1,6,5,25,7
MIR320C1,0,0,0,0,0,0
MIB1,105,59,35,17,289,170
MIR133A1HG,0,0,0,0,0,0
MIR133A1,0,0,0,0,0,0
MIR1-2,0,0,0,0,0,0
GATA6-AS1,8,0,14,0,249,10
GATA6,51,6,58,4,774,79
CTAGE1,4,0,5,0,2,2
LOC101927571,0,0,1,0,0,1
RBBP8,62,32,14,4,95,60
MIR4741,0,0,0,0,0,0
CABLES1,10,50,8,0,28,11
TMEM241,8,8,0,2,26,10
RIOK3,250,70,114,28,769,232
RMC1,44,16,20,6,89,37
NPC1,48,37,23,7,187,72
ANKRD29,4,6,3,3,86,25
LAMA3,1,0,1,0,62,29
TTC39C,25,16,9,5,129,57
TTC39C-AS1,0,0,1,0,0,0
CABYR,22,2,5,0,14,7
OSBPL1A,254,100,76,27,138,120
MIR320C2,0,0,0,0,0,0
IMPACT,162,76,34,13,383,120
HRH4,1,1,0,0,0,0
LINC01915,0,0,0,0,0,0
LOC105372028,0,0,0,0,0,0
LINC01894,0,0,0,0,0,0
ZNF521,11,24,2,1,68,22
SS18,166,72,40,16,615,157
PSMA8,0,0,0,0,0,0
TAF4B,5,3,1,0,12,3
LINC01543,0,0,0,0,0,0
KCTD1,30,18,17,3,96,36
MIR8057,0,0,0,0,0,0
PCAT18,0,0,0,0,0,0
AQP4,0,0,0,0,0,0
AQP4-AS1,0,0,0,0,0,0
CHST9,0,0,0,0,0,1
LOC105372038,0,0,0,0,0,0
CDH2,795,104,272,63,2595,741
MIR302F,0,0,0,0,0,0
DSC3,159,3,33,2,115,48
DSC2,45,0,18,0,54,12
DSCAS,0,0,0,0,0,0
DSC1,0,0,0,0,0,0
DSG1,0,0,0,0,0,0
DSG1-AS1,0,0,0,0,0,0
DSG4,0,0,1,0,0,0
DSG3,0,0,0,0,3,0
DSG2,249,36,54,10,400,184
DSG2-AS1,0,0,1,0,0,0
TTR,7,0,358,1,0,1
B4GALT6,12,9,6,1,74,21
SLC25A52,0,0,0,0,0,0
TRAPPC8,44,15,18,6,143,57
RNF125,2,0,0,0,1,1
RNF138,11,10,11,2,21,13
MEP1B,0,0,0,0,0,0
GAREM1,19,8,4,2,59,3
WBP11P1,0,0,1,0,0,0
KLHL14,0,0,0,0,0,0
CCDC178,0,0,0,0,1,0
ASXL3,0,0,3,0,20,1
NOL4,0,0,0,1,0,0
DTNA,6,2,10,0,10,8
MAPRE2,25,16,29,2,119,32
ZNF397,35,28,20,1,74,24
ZSCAN30,14,8,1,2,39,14
ZNF271P,198,74,78,31,495,208
ZNF24,166,54,106,16,271,98
ZNF396,5,1,1,0,13,3
INO80C,57,51,52,7,161,65
MIR3975,0,0,0,0,0,0
GALNT1,327,348,144,20,664,467
MIR187,0,0,0,0,0,0
MIR3929,0,0,0,0,0,0
C18orf21,102,43,45,10,226,75
RPRD1A,73,41,34,12,252,72
SLC39A6,185,96,69,22,1294,274
ELP2,93,51,53,12,384,114
LOC101927809,4,17,6,0,12,16
MOCOS,21,7,8,0,65,13
FHOD3,35,13,4,0,70,27
LOC105372071,0,0,0,0,0,0
TPGS2,261,236,124,28,629,249
KIAA1328,8,7,4,3,44,7
LOC105372069,0,0,0,0,0,0
CELF4,1,0,1,0,1,0
LOC105372068,0,0,0,0,0,0
SNORA111,0,0,0,0,0,0
MIR4318,0,0,0,0,0,0
MIR924HG,0,0,0,0,0,0
MIR924,0,0,0,0,0,0
MIR5583-2,0,0,0,0,0,0
MIR5583-1,0,0,0,0,0,0
LINC01902,0,0,0,0,0,0
LINC01477,0,0,0,0,0,0
KC6,0,0,0,0,1,2
PIK3C3,60,27,22,5,144,88
LINC00907,0,0,0,0,0,0
RIT2,0,0,0,0,0,0
SYT4,0,0,0,0,0,0
LINC01478,0,0,0,0,0,0
LINC01601,0,0,0,0,0,0
SETBP1,32,18,4,3,49,10
MIR4319,0,0,0,0,0,0
SLC14A2,0,0,0,0,0,1
SLC14A2-AS1,0,0,0,0,0,0
SLC14A1,0,0,0,0,5,1
SIGLEC15,2,2,1,0,0,14
EPG5,37,35,12,11,164,98
PSTPIP2,22,16,11,2,75,26
ATP5F1A,505,381,171,59,1264,472
HAUS1,72,58,28,7,252,73
C18orf25,40,18,7,2,87,33
RNF165,0,0,2,0,0,0
LOXHD1,0,0,0,0,0,0
ST8SIA5,0,0,0,0,1,0
PIAS2,53,51,22,4,124,92
KATNAL2,6,4,4,0,3,3
ELOA3C,0,0,0,0,0,0
ELOA3D,0,0,0,0,0,0
ELOA3B,0,0,0,0,0,0
ELOA3,0,0,0,0,0,0
ELOA2,0,0,0,0,0,0
HDHD2,66,33,19,11,171,66
IER3IP1,388,204,158,58,1184,522
SKOR2,0,0,1,0,0,0
MIR4527HG,0,0,0,0,0,0
MIR4527,0,0,0,0,0,0
SMAD2,166,86,69,17,382,178
ZBTB7C,0,0,0,0,1,0
C18orf12,0,0,0,0,0,0
CTIF,133,31,13,18,227,67
MIR4743,0,0,0,0,0,0
SMAD7,43,24,26,11,342,76
LOC100129878,0,0,0,0,0,0
DYM,98,55,32,7,159,66
MIR4744,0,0,0,0,0,0
C18orf32,60,3,13,4,42,23
RPL17-C18orf32,1,2,1,0,3,0
MIR1539,0,0,0,0,0,0
RPL17,247,447,151,40,1076,1019
SNORD58C,0,0,0,0,2,0
SNORD58A,0,0,0,0,0,0
SNORD58B,0,0,0,0,0,0
LIPG,1,1,5,3,4,19
ACAA2,175,91,51,14,459,131
SNHG22,0,0,0,0,0,0
SCARNA17,1,0,0,0,0,0
MYO5B,2,0,0,0,0,3
MIR4320,0,0,0,0,0,0
CFAP53,4,1,3,1,6,2
MBD1,103,26,34,9,272,68
CXXC1,65,28,19,10,163,56
SKA1,0,1,0,0,1,0
MAPK4,0,0,0,0,0,0
MRO,0,0,0,0,14,0
ME2,78,21,26,8,235,54
ELAC1,52,21,18,1,60,27
SMAD4,141,40,35,8,254,107
MEX3C,74,30,26,9,172,83
LINC01630,0,0,0,0,0,0
DCC,1,0,0,0,1,1
MIR4528,0,0,0,0,0,0
LINC01919,0,0,0,0,0,0
LINC01917,0,0,0,0,0,0
MBD2,206,118,69,25,408,131
SNORA37,0,0,0,0,0,0
POLI,24,15,12,3,74,33
STARD6,0,0,0,0,2,3
C18orf54,6,2,3,1,16,5
DYNAP,0,0,0,0,0,0
RAB27B,0,18,3,4,97,40
CCDC68,49,1,33,25,32,37
LINC01929,0,2,0,1,0,0
TCF4,137,83,30,21,538,178
TCF4-AS1,0,0,0,0,0,0
MIR4529,0,0,0,0,0,0
LINC01415,1,1,1,0,0,0
LINC01416,0,0,0,0,0,0
LOC642484,0,0,0,0,0,0
LINC01905,0,0,0,0,0,0
